Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_list_price,Item_sale_price,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,average_product_rating,total_number_reviews,Scaled_Reviews,Comments,Item_Outlet_Sales,,,,New Metrics Track
FDG21,,Regular,0.145591438,Seafood,148.705,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.3 out of 5,9,900,,1797.66,,,,
FDF26,6.825,Regular,0.046824729,Canned,155.1998,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,3,300,,2460.7968,,,,
FDC39,7.405,Low Fat,0.159062948,Dairy,208.9296,208.9296,OUT013,1987,High,Tier 3,Supermarket Type1,1 out of 5,,0,,2700.4848,,,,
FDQ24,15.7,Low Fat,0.073966786,Baking Goods,250.5724,250.5724,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.3 out of 5,27,2700,,4026.7584,,,,
FDC41,15.6,Low Fat,0.117574554,Frozen Foods,75.667,75.667,OUT017,2007,,Tier 2,Supermarket Type1,4.7 out of 5,195,19500,,1301.639,,,,
NCO14,9.6,Low Fat,0.049617765,Household,44.2086,44.2086,OUT010,1998,,Tier 3,Grocery Store,4.3 out of 5,43,4300,,44.6086,,,,
FDE05,,Regular,0.032296886,Frozen Foods,144.0102,144.0102,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.6 out of 5,74,7400,,5394.9774,,,,
FDW52,,Regular,0.037340835,Frozen Foods,163.1526,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3946.8624,,,,
FDL36,,Low Fat,0.075707087,Baking Goods,88.183,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1438.128,,,,
FDS04,10.195,Regular,0.146635206,Frozen Foods,139.0838,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,3652.5788,,,,
NCC18,19.1,LF,0.177545624,Household,172.4422,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3621.2862,,,,
FDN01,8.895,LF,0.072693696,Breakfast,175.937,175.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,529.311,,,,
FDY02,8.945,Regular,0.146701312,Dairy,262.291,262.291,OUT010,1998,,Tier 3,Grocery Store,4.8 out of 5,5,500,,1314.955,,,,
FDV15,10.3,Low Fat,0.146999264,Meat,103.7648,103.7648,OUT017,2007,,Tier 2,Supermarket Type1,4.6 out of 5,211,21100,,2804.3496,,,,
FDC34,16,Regular,0.173109453,Snack Foods,155.2972,155.2972,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,3894.93,,,,
FDX10,6.385,reg,0.124410284,Snack Foods,34.3874,34.3874,OUT017,2007,,Tier 2,Supermarket Type1,4.7 out of 5,6,600,,388.1614,,,,
NCF19,13,Low Fat,0.035079516,Household,47.9034,47.9034,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,2,200,,583.2408,,,,
FDE17,20.1,Regular,0.054763518,Frozen Foods,150.9366,150.9366,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,3476.1418,,,,
FDJ08,11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,189.2846,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,3630.6074,,,,
NCN53,5.175,Low Fat,0.030330202,Health and Hygiene,35.4874,35.4874,OUT013,1987,High,Tier 3,Supermarket Type1,4 out of 5,"1,738",173800,,388.1614,,,,
FDC16,11.5,Regular,0,Dairy,88.254,88.254,OUT046,1997,Small,Tier 1,Supermarket Type1,4.2 out of 5,6,600,,1298.31,,,,
FDO15,16.75,Regular,0.008601441,Meat,73.7038,73.7038,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.8 out of 5,8,800,,1404.1722,,,,
FDQ23,,low fat,0.024407061,Breads,102.3332,102.3332,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1948.1308,,,,
DRF37,17.25,Low Fat,0.084262458,Soft Drinks,261.591,261.591,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3418.883,,,,
FDN40,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,155.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2153.1972,,,,
FDN24,,LF,0.112718928,Baking Goods,54.2956,54.2956,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1310.2944,,,,
FDF16,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,147.6076,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,3251.7672,,,,
FDH27,7.075,Low Fat,0.058437653,Dairy,143.0128,143.0128,OUT049,1999,Medium,Tier 1,Supermarket Type1,3.3 out of 5,186,18600,,1150.5024,,,,
FDY52,6.365,Low Fat,0,Frozen Foods,59.7536,59.7536,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,1,100,,980.0576,,,,
NCH55,,Low Fat,0.034504414,Household,125.202,125.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,1,100,,2783.044,,,,
NCH18,9.3,LF,0.044652785,Household,247.0802,247.0802,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,1,100,,1228.401,,,,
DRC01,5.92,Regular,0.019184026,Soft Drinks,50.3692,50.3692,OUT013,1987,High,Tier 3,Supermarket Type1,4.5 out of 5,726,72600,,591.2304,,,,
NCO14,9.6,Low Fat,0.029638267,Household,42.6086,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,3 out of 5,5,500,,133.8258,,,,
DRG39,14.15,Low Fat,0.042180995,Dairy,52.0982,52.0982,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,578.5802,,,,
DRK13,11.8,Low Fat,0.11507174,Soft Drinks,198.2084,198.2084,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3769.7596,,,,
FDD41,6.765,Regular,0.087437069,Frozen Foods,106.1306,106.1306,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1672.4896,,,,
FDQ19,,Regular,0.014295564,Fruits and Vegetables,242.6512,242.6512,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.7 out of 5,3,300,,12117.56,,,,
FDX58,13.15,LF,0.073251428,Snack Foods,181.695,181.695,OUT010,1998,,Tier 3,Grocery Store,,,0,,549.285,,,,
FDK40,,Low Fat,0.021743592,Frozen Foods,263.191,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,1,100,,6574.775,,,,
FDI52,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,122.9072,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,1,100,,490.0288,,,,
FDT28,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,149.9708,OUT013,1987,High,Tier 3,Supermarket Type1,4.9 out of 5,14,1400,,2106.5912,,,,
FDH52,9.42,Regular,0.044151435,Frozen Foods,61.5194,61.5194,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,866.8716,,,,
FDZ38,17.6,LF,0.008001018,Dairy,170.4422,170.4422,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2759.0752,,,,
FDF12,8.235,Low Fat,0.0828941,Baking Goods,149.3076,149.3076,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1921.4988,,,,
NCE06,,Low Fat,0.091042211,Household,162.6894,162.6894,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2588.6304,,,,
FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,89.6856,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,703.0848,,,,
NCS18,12.65,Low Fat,0.042296724,Household,106.3938,106.3938,OUT045,2002,,Tier 2,Supermarket Type1,4.7 out of 5,6,600,,3751.783,,,,
NCE54,20.7,Low Fat,0.02695441,Household,73.2354,73.2354,OUT045,2002,,Tier 2,Supermarket Type1,4 out of 5,2,200,,1504.708,,,,
FDB50,13,Low Fat,0.153930108,Canned,76.7986,76.7986,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2648.5524,,,,
FDZ20,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,256.1356,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,6358.39,,,,
FDB11,16,Low Fat,0.060971431,Starchy Foods,226.2404,226.2404,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,4725.8484,,,,
FDU22,12.35,Low Fat,0,Snack Foods,118.9124,118.9124,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3199.8348,,,,
FDY48,14,Low Fat,0.023831558,Baking Goods,103.1332,103.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,3,300,,1948.1308,,,,
NCP30,20.5,Low Fat,0.032762495,Household,40.0822,40.0822,OUT035,2004,Small,Tier 2,Supermarket Type1,4.7 out of 5,6,600,,1257.0304,,,,
FDD08,8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,531.3084,,,,
NCG42,19.2,Low Fat,0.041291929,Household,130.131,130.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1038.648,,,,
NCT30,9.1,Low Fat,0.080747059,Household,46.9718,46.9718,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,850.8924,,,,
FDT37,14.15,Low Fat,0.035240817,Canned,255.5014,255.5014,OUT013,1987,High,Tier 3,Supermarket Type1,4.6 out of 5,29,2900,,5355.0294,,,,
FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,122.1414,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2924.1936,,,,
NCH30,17.1,Low Fat,0.067154053,Household,114.386,114.386,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,3,300,,1245.046,,,,
DRG37,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,4 out of 5,3,300,,1713.7692,,,,
FDS13,6.465,LF,0.124506117,Canned,264.7884,264.7884,OUT046,1997,Small,Tier 1,Supermarket Type1,4.9 out of 5,15,1500,,3709.8376,,,,
FDQ47,7.155,Regular,0.168871496,Breads,34.3874,34.3874,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.7 out of 5,50,5000,,670.4606,,,,
FDY26,20.6,Regular,0.030504756,Dairy,212.6244,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3.3 out of 5,4,400,,3599.3148,,,,
FDB14,20.25,Regular,0.103142373,Canned,94.612,94.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,652.484,,,,
FDV45,,low fat,0.078872251,Snack Foods,189.5556,189.5556,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,1126.5336,,,,
FDR23,15.85,Low Fat,0.082120687,Breads,177.437,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,5645.984,,,,
NCS29,9,Low Fat,0.069487587,Health and Hygiene,266.6884,266.6884,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,1,100,,3974.826,,,,
FDK33,,Low Fat,0.011180843,Snack Foods,213.456,213.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4261.12,,,,
FDW24,,low fat,0.037315469,Baking Goods,50.0034,50.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1992.7394,,,,
FDR08,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,111.1886,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2334.9606,,,,
FDB45,20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,104.9306,OUT013,1987,High,Tier 3,Supermarket Type1,4.8 out of 5,5,500,,2299.6732,,,,
FDW32,18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,83.9882,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1202.4348,,,,
FDN21,18.6,Low Fat,0.076841095,Snack Foods,162.2236,162.2236,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2900.2248,,,,
FDH56,9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,117.3492,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,19,1900,,810.9444,,,,
FDQ07,15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,219.8456,OUT049,1999,Medium,Tier 1,Supermarket Type1,4 out of 5,1,100,,6189.2768,,,,
FDU58,,Regular,0.028871235,Snack Foods,188.7898,188.7898,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.1 out of 5,10,1000,,2057.9878,,,,
FDK36,7.09,LF,0.00720931,Baking Goods,48.1034,48.1034,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1069.2748,,,,
NCG18,,Low Fat,0.02286663,Household,102.8332,102.8332,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2768.3964,,,,
FDQ26,,Regular,0.067543727,Dairy,57.2562,57.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.5 out of 5,2,200,,2073.967,,,,
DRL47,,Low Fat,0.038549197,Hard Drinks,127.5362,127.5362,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1006.6896,,,,
DRJ11,9.5,Low Fat,0,Hard Drinks,188.9872,188.9872,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1323.6104,,,,
FDB41,19,Regular,0.097709541,Frozen Foods,48.6718,48.6718,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,614.5334,,,,
NCA06,20.5,Low Fat,0.143283608,Household,37.919,37.919,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,183.095,,,,
NCZ41,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,125.2704,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2127.8968,,,,
NCD54,21.1,Low Fat,0.029173031,Household,145.7786,145.7786,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,1,100,,1444.786,,,,
FDM34,,Low Fat,0.067120954,Snack Foods,132.9626,132.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,1 out of 5,1,100,,3279.065,,,,
FDL57,15.1,Regular,0.067020992,Snack Foods,260.3304,260.3304,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,5424.9384,,,,
NCD30,19.7,Low Fat,0.026826919,Household,98.7726,98.7726,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1859.5794,,,,
FDH17,16.2,Regular,0.01665334,Frozen Foods,97.3726,97.3726,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2055.3246,,,,
FDD57,18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,96.5094,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1332.9316,,,,
FDC58,10.195,Low Fat,0.042113173,Snack Foods,42.5428,42.5428,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,878.856,,,,
FDX47,6.55,Regular,0.034604343,Breads,157.8288,157.8288,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2514.0608,,,,
FDC50,15.85,Low Fat,0.136774734,Canned,94.4094,94.4094,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1428.141,,,,
NCS53,,Low Fat,0.089343433,Health and Hygiene,157.3604,157.3604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.4 out of 5,"7,456",745600,,6021.4952,,,,
FDY13,12.1,Low Fat,0.030250132,Canned,75.267,75.267,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.9 out of 5,7,700,,612.536,,,,
FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,3,300,,1537.998,,,,
FDH60,,Regular,0.141360118,Baking Goods,197.311,197.311,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,392.822,,,,
FDR02,16.7,Low Fat,0.036933417,Dairy,109.1886,109.1886,OUT010,1998,,Tier 3,Grocery Store,,,0,,222.3772,,,,
FDK48,,Low Fat,0.037449987,Baking Goods,76.7354,76.7354,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,2,200,,2783.7098,,,,
FDO24,11.1,Low Fat,0.294948897,Baking Goods,159.0604,159.0604,OUT010,1998,,Tier 3,Grocery Store,,,0,,792.302,,,,
FDE20,11.35,Regular,0.005525913,Fruits and Vegetables,168.279,168.279,OUT013,1987,High,Tier 3,Supermarket Type1,4.8 out of 5,6,600,,2376.906,,,,
FDM04,9.195,Regular,0.04712061,Frozen Foods,53.1666,53.1666,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,768.999,,,,
NCH07,,Low Fat,0.162248011,Household,160.4604,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,316.9208,,,,
DRP35,18.85,Low Fat,0.090867297,Hard Drinks,127.3336,127.3336,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,3962.8416,,,,
FDO11,8,Regular,0.030264897,Breads,250.3092,250.3092,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,6723.2484,,,,
NCM30,19.1,Low Fat,0.067295406,Household,41.9796,41.9796,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,701.7532,,,,
DRF27,,Low Fat,0.02827966,Dairy,152.234,152.234,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1071.938,,,,
NCR18,,Low Fat,0.020388413,Household,44.4112,44.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,767.0016,,,,
FDS48,,Low Fat,0.027644732,Baking Goods,149.4708,149.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3159.8868,,,,
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,652.484,,,,
NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,151.7024,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2884.2456,,,,
FDF44,,Regular,0.059438787,Fruits and Vegetables,130.9968,130.9968,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4828.3816,,,,
FDX56,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,209.0638,OUT046,1997,Small,Tier 1,Supermarket Type1,4 out of 5,,0,,3520.0846,,,,
FDE46,,Low Fat,0.015693328,Snack Foods,150.7366,150.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,906.8196,,,,
FDQ09,,Low Fat,0.057850699,Snack Foods,113.2834,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4376.9692,,,,
NCB54,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,126.7336,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,639.168,,,,
NCV18,6.775,Low Fat,0.105225964,Household,84.225,84.225,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,3162.55,,,,
NCG55,16.25,Low Fat,0.039207025,Household,116.1176,116.1176,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2633.9048,,,,
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,4.8 out of 5,53,5300,,1054.6272,,,,
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,189.9872,OUT013,1987,High,Tier 3,Supermarket Type1,4.9 out of 5,28,2800,,3781.744,,,,
DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,91.4146,OUT045,2002,,Tier 2,Supermarket Type1,4.9 out of 5,28,2800,,638.5022,,,,
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.6 out of 5,70,7000,,593.2278,,,,
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,113.7834,OUT010,1998,,Tier 3,Grocery Store,4.6 out of 5,70,7000,,115.1834,,,,
FDP23,6.71,Low Fat,0.03565903,Breads,218.3166,218.3166,OUT045,2002,,Tier 2,Supermarket Type1,4.6 out of 5,70,7000,,1959.4494,,,,
FDY02,8.945,Regular,0.087629354,Dairy,263.491,263.491,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,70,7000,,1840.937,,,,
FDM03,12.65,Low Fat,0,Meat,107.8938,107.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,4.6 out of 5,8,800,,750.3566,,,,
FDF35,15,Low Fat,0.154228739,Starchy Foods,107.3938,107.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.6 out of 5,8,800,,750.3566,,,,
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,196.5768,OUT017,2007,,Tier 2,Supermarket Type1,4.6 out of 5,8,800,,7685.9952,,,,
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,109.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.8 out of 5,31,3100,,1768.3648,,,,
NCK53,,Low Fat,0,Health and Hygiene,100.8042,100.8042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,,0,,3472.147,,,,
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,37.0164,OUT045,2002,,Tier 2,Supermarket Type1,4.2 out of 5,10,1000,,540.6296,,,,
FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1,4.2 out of 5,10,1000,,1596.5884,,,,
FDG44,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,53.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,4.7 out of 5,6,600,,1024.6662,,,,
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,205.0664,,,,
FDX55,15.1,low fat,0.0552059,Fruits and Vegetables,219.4166,219.4166,OUT046,1997,Small,Tier 1,Supermarket Type1,4.6 out of 5,65,6500,,6096.0648,,,,
DRG13,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,3289.052,,,,
NCD06,13,low fat,0.099242622,Household,46.306,46.306,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,699.09,,,,
FDW22,,Regular,0.030143704,Snack Foods,222.0114,222.0114,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,5,500,,6207.9192,,,,
FDD33,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,233.2642,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,5,500,,3950.1914,,,,
FDG24,7.975,Low Fat,0.014628382,Baking Goods,82.325,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,5,500,,1331.6,,,,
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,4.6 out of 5,45,4500,,3062.0142,,,,
FDZ12,9.17,Low Fat,0.102978817,Baking Goods,144.947,144.947,OUT046,1997,Small,Tier 1,Supermarket Type1,4.6 out of 5,45,4500,,4294.41,,,,
FDX37,16.2,Low Fat,0.105498192,Canned,101.47,101.47,OUT010,1998,,Tier 3,Grocery Store,4.6 out of 5,45,4500,,399.48,,,,
FDE44,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,47.6692,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,45,4500,,739.038,,,,
FDS52,,Low Fat,0.009585169,Frozen Foods,102.5016,102.5016,OUT019,1985,Small,Tier 1,Grocery Store,3 out of 5,,0,,101.2016,,,,
FDO39,6.985,Regular,0.137926458,Meat,184.7608,184.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,2,200,,4042.7376,,,,
FDI32,17.7,Low Fat,0,Fruits and Vegetables,115.0834,115.0834,OUT045,2002,,Tier 2,Supermarket Type1,4.5 out of 5,4,400,,2764.4016,,,,
FDV28,16.1,Regular,0,Frozen Foods,35.1558,35.1558,OUT017,2007,,Tier 2,Supermarket Type1,3.7 out of 5,3,300,,339.558,,,,
NCP53,14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,237.2906,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,3089.9778,,,,
NCN43,12.15,Low Fat,0.006770252,Others,124.473,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,2 out of 5,,0,,1231.73,,,,
NCI31,,Low Fat,0.142393355,Others,36.419,36.419,OUT019,1985,Small,Tier 1,Grocery Store,4.5 out of 5,14,1400,,109.857,,,,
FDK55,18.5,Low Fat,0.025813943,Meat,89.1172,89.1172,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,,0,,892.172,,,,
FDC17,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,211.2928,OUT017,2007,,Tier 2,Supermarket Type1,4 out of 5,,0,,5049.4272,,,,
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1018.674,,,,
FDY26,20.6,Regular,0.030634813,Dairy,212.9244,212.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,64,6400,,2540.6928,,,,
NCU06,17.6,Low Fat,0.074522745,Household,228.801,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3215.814,,,,
FDV16,,Regular,0.145200948,Frozen Foods,35.4558,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,3.9 out of 5,7,700,,135.8232,,,,
FDY31,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,146.1418,OUT045,2002,,Tier 2,Supermarket Type1,4.4 out of 5,74,7400,,3089.9778,,,,
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,190.9872,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,,0,,2836.308,,,,
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,42.7428,OUT035,2004,Small,Tier 2,Supermarket Type1,4.3 out of 5,38,3800,,703.0848,,,,
FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,194.2136,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,2,200,,2527.3768,,,,
FDP12,9.8,Regular,0.045258247,Baking Goods,35.9874,35.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,282.2992,,,,
FDJ09,15,Low Fat,0.058485617,Snack Foods,44.7744,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.5 out of 5,13,1300,,679.116,,,,
NCS54,,Low Fat,0.00994477,Household,177.837,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.9 out of 5,8,800,,6528.169,,,,
FDJ33,,Regular,0.087894475,Snack Foods,121.173,121.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2586.633,,,,
FDF32,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,198.2426,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,,0,,790.9704,,,,
FDN24,,Low Fat,0.198316649,Baking Goods,54.3956,54.3956,OUT019,1985,Small,Tier 1,Grocery Store,4.1 out of 5,26,2600,,272.978,,,,
FDX21,7.05,LF,0.084949955,Snack Foods,109.7912,109.7912,OUT035,2004,Small,Tier 2,Supermarket Type1,4.3 out of 5,385,38500,,1091.912,,,,
FDC57,20.1,Regular,0.054549098,Fruits and Vegetables,193.782,193.782,OUT013,1987,High,Tier 3,Supermarket Type1,4.6 out of 5,98,9800,,1158.492,,,,
NCZ06,19.6,Low Fat,0.094545236,Household,254.7698,254.7698,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.8 out of 5,18,1800,,5327.0658,,,,
FDY56,16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,224.0062,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,6,600,,4288.4178,,,,
